title,genre,year,date,rating,vote_count,plot,main_act,supp_act
마음이...,가족|드라마,2006,10.26,8.96,4116,"11살 나이답지 않게 듬직한 소년 찬이, 그리고 찬이의 6살 배기 떼쟁이 여동생 소이. 이렇게 두 오누이는 집을 나간 엄마가 돌아오길 기다리며 살고 있다. 어느날 찬이는 강아지를 갖고 싶어 떼 부리는 소이를 위해 생일 선물로 갓 태어난 강아지를 한 마리를 훔쳐온다. 소이는 엄마가 자기 마음을 알고 보내준 것 같다며 강아지 이름을 마음이라 짓는다. 그렇게 세 식구가 된 찬이, 소이, 마음이는 그 어느 때 보다 행복한 한때를 보내게 된다. 어느덧 1년이 지나고 이제 마음이는 찬이가 없을 때 소이를 친구처럼, 오빠처럼 돌볼 만큼 큰 늠름한 개가 된다. 그 해 겨울, 꽁꽁 언 강변에서 추위와 배고픔을 잊은 채 신나게 썰매를 타던 세(?) 남매에게 예기치 못한 불행이 찾아온다. 살얼음이 깨지면서 소이가 물에 빠지게 된 것이다. 그렇게 소이를 잃게된 찬이는 그 모든 것이 마음이 때문이라 생각하고 무섭게 마음의 문을 닫아버린다. 엄마도 떠나고 소이도 떠난 그 집이 싫어진 찬이. 소이의 유품인 분홍색 책가방을 챙겨 메고 찬이도 어디론가 떠난다. 홀로 남겨진 마음이는 찬이를 찾아 나서는데. 과연 마음이는 찬이를 찾을 수 있을까? 그리고 찬이는 마음이의 진심을 알게 될까?",유승호|달이|김향기,안길강|코마|정민아|원장희|김난휘
백야행 - 하얀 어둠 속을 걷다,미스터리|멜로/로맨스|스릴러|범죄|드라마,2009,11.19,7.96,4100,"출소한 지 얼마 안된 한 남자가 잔인하게 살해당한다. 이 사건이 14년 전 발생한 한 살인사건과 연관되어 있음을 안 수사팀은 담당형사였던 동수(한석규 분)를 찾아가고, 그는 본능적으로 당시 피해자의 아들이었던 요한(고수 분)이 연루되어 있음을 직감한다. 한편, 재벌총수 승조의 비서실장 시영(이민정 분)은 승조를 위해 그의 약혼녀 미호(손예진 분)의 뒤를 쫓는다. 모든 면에서 완벽한 미호. 하지만 비현실적일 만큼 완벽했던 미호에게 석연치 않은 과거의 흔적이 발견되면서, 그녀 곁에 그림자처럼 맴돌고 있는 존재를 발견하게 된다. 서로 다른 대상을 쫓다 한 자리에서 만나게 된 시영과 동수. 그들은 요한과 미호의 과거에 관한 충격적인 사실을 알게 된다. 14년 전 발생했던 사건의 살인용의자가 미호의 엄마, 피살자가 요한의 아빠였으며, 새로운 삶을 살고 있는 미호와 달리 요한은 여전히 어둠 속에 갇혀 살고 있다는 것이다. 마치 빛과 그림자처럼…… 14년 전, 그리고 현재까지 계속되는 미스터리한 살인사건들. 과연, 진실은 무엇일까?",한석규|손예진|고수,이민정|박성웅|차화연|정진|임지규|방중현|윤다경|정인기|홍지희|주아름|원덕현|예수정|한예원|김지현|조경숙|최진호
공범,스릴러,2013,10.24,7.15,4097,15년 전 대한민국을 충격에 빠뜨린 故 한채진 군 유괴살인사건! 공소시효를 앞두고 '다은'은 실제 범인의 목소리에서 세상에서 가장 익숙한 아빠의 존재를 느끼고 그의 과거를 추적하기 시작한다. 파헤치면 파헤칠수록 '다은'은 혼란에 휩싸이고 평생 자신을 위해 모든 것을 바쳐 온 아빠에 대한 잔인한 의심은 커져만 가는데...,손예진|김갑수,임형준|김광규|박주용|박사랑|하경민|최은석|김호승|유태선|전준혁
스타더스트,판타지|모험|멜로/로맨스|코미디,2007,8.15,8.81,4087,"어느 날 신비의 별 하나가 마법의 영토 ‘스톰홀드’에 떨어진다. 첫 사랑 빅토리아(시에나 밀러)에게 사랑을 고백하던 인간 마을의 청년 트리스탄(찰리 콕스)은 그녀의 마음을 얻기 위해 하늘에서 떨어진 그 별을 갖고 오겠다는 허무맹랑한 약속을 하고 만다. 사랑을 얻기 위해 별을 찾아 금기의 땅 ‘스톰홀드’에 발을 디디게 된 트리스탄. 그리고 그 곳에서 만난 아름다운 별의 여인 이베인(클레어 데인즈). 이제 진정한 사랑을 얻으려는 청년 트린스탄(찰리 콕스)과 영원한 젊음을 쫓는 마녀 라미아(미셀 파이퍼), 스톰홀드의 왕이 되고픈 세 왕자, 그리고 정체불명의 다혈질 해적 세익스피어(로버트 드니로)까지, 원하는 모든 것을 이룰 수 있는 신비의 별, 이베인을 둘러싼 광활한 모험이 시작된다.",찰리 콕스|클레어 데인즈|미셸 파이퍼|로버트 드 니로|시에나 밀러,제이슨 플레밍|피터 오툴|이안 맥켈런|루퍼트 에버릿|헨리 카빌|릭키 제바이스|벤 반스|마크 윌리암스|마크 스트롱
바스터즈: 거친 녀석들,액션|드라마|전쟁,2009,10.28,8.36,4085,"독일이 무차별적으로 유대인을 학살하던 2차 세계 대전 시기, 나치의 잔인하고 폭력적인 행태에 분개한 유대인 출신의 미군 알도 레인 중위(브래드 피트) 는 ‘당한 만큼 돌려준다!’는 강렬한 신념으로 그와 뜻을 함께 하는 사람들을 모아 ‘개떼들’이라는 조직을 만든다. 각각의 분야에서 재능을 가진 조직원들을 모은 알도 레인은 나치가 점령한 프랑스의 한 작은 마을에 위장 잠입해 당한 것에 몇 배에 달하는 피의 복수극을 시작하는데…",브래드 피트|멜라니 로랑|크리스토프 왈츠|일라이 로스|마이클 패스벤더|다이앤 크루거|다니엘 브륄|틸 슈바이거,제던 버크하드|재키 이도|비제이 노박|오마 둠|오거스트 딜
엽기적인 그녀,코미디|드라마|멜로/로맨스,2001,7.27,9.29,4075,"‘전반전’. 그녀와 저는 같은 문으로 함께 인천행 지하철을 타게 되씀미다. 취해서 비틀거리지만 안는다면 정말 매력저기고 갠차는 아가씨여쪄... 푸하하핫! 진짜 특이하다! 저는 그녀가 술에 취해서 배를 기대고 서있는 모습이 귀여워서 힐끔거리며 그녀를 계속 지켜보아씀미다. 그런데 몸을 미세하게 부르르 떨던 그녀가 왠지 불안해 보이더니만 마침내 우웨에엑~~~ 우웨엑~~ 좌르르르르~~~ 네, 그러씀미다! 그녀가 앞에 앉아 이떤 대머리 아저씨 머리 위에 순식간에 일을 친 거시여씀미다!! 순간 지하철안은 아수라장이 되고 절라 재미는 상황이었져. 진짜 일은 거기서부터 터지고야 말아씀미다. 오바이트를 시원하게 하던 그녀가 게슴치레한 눈빛으로 저를 보며 이러는 검미다! 자기야!~ 어어억~ 우욱~ 자기~ 웩~! 쿵... 이 여자 좋은 느낌이 듬니다. 원래 그러치안은데 실연의 아픔이 너무나 큰 것 가씀미다. 괜히 불쌍한 마음이 듬미다. 제 마음 어디에선가 싸늘한 바람이 부는 것도 가씀미다. 그래, 이 여자의 아픔을 한번 치료해보자!! 강물 깊이가 궁금하면 가차업시 물 속으로 떠밀어버리는 여자! 그러나 정신업시 허우적대는 저를 위해서 물 속으로 뛰어들쭐도 아는 여자... 그녀의 생일, 얼렁뚱땅 너머가면 살해할찌도 모를 여자! 그러나 일촉즉발 인질로 잡혀있던 나를 목숨걸고 구해주며 기막힌 감동을 먹일쭐도 아는 여자! ‘후반전’. 요즘은 그녀가 참 많이 우씀미다. 해맑게 웃는 그녀를 보고 있으면 제 마음도 한 없이 행복해짐미다. 지금까지 제가 힘이 되어주었는지 자신이 업씀미다. 제가 그녀를 감싸준것도 그녀에게 보여준 것도 또 그녀를 치료한 적도 없는 것 가씀미다. 이제 그녀 곁을 떠날 때가 점점 가까워지는 것을 느낌미다. 그리고 오늘 타임캡슐에 서로의 마음을 담고 타이머를 2년 후에 맞춰씀미다. 이 캡슐이 열리는 날! 서로의 마음을 확인할 껌미다. 그렇게 그녀는 헤어지자는 말을 대신했슴미다. ‘연장전’. 오늘 헤어지고 내일 만나는 것처럼 우리는 지금 헤어지고 분명히 다시 만날 것임미다. 다만 오늘과 내일처럼 가까운 시간이 아닐 뿐... 믿슴미다.",전지현|차태현,김인문|송옥숙|한진희|현숙희|김일우
맨 온 파이어,액션|범죄|드라마|스릴러,2004,9.24,8.84,4075,"{남미(L tin Americ )에서는 한 시간에 한 건 꼴로 유괴사건이 발생한다. 그들 중 7 %는 살아 돌아오지 못한다.} 세계 각지에서 수 많은 죽음을 집행했던 전 CIA 전문 암살 요원 존 크리시(덴젤 워싱턴). 암울한 과거로 인해 알코올에 의지하며 정처 없이 떠돌던 그는, 오랜 친구이자 동지인 레이번(크리스토퍼 월켄 분)의 권유로 마지못해 멕시코 시티에서 보디가드로 일하게 된다. 크리시가 맡은 임무는 멕시코인 사업가 사뮤엘(마크 앤서니 분)의 아홉 살짜리 딸 피타(다코타 패닝)를 보호하는 것. 세상을 향해 단단히 벽을 쌓고 살던 크리시에게, 이 무한한 호기심과 생기로 똘똘뭉친 소녀 피타는 닫혀 있던 그의 마음의 문을 여는 열쇠가 되어 준다. 처음엔 귀찮도록 질문을 해대는 소녀의 관심과 배려를 달가워하지 않던 크리시였지만, 점차 아이의 진심에 동화되고 결국 그는 오랫동안 잊고 지냈던 웃음을 되찾는다. 하지만 피타를 통해 행복을 느끼면서 새 출발을 꿈꾸던 크리시의 희망은 오래가지 못한다. 어느날, 피타를 기다리던 크리시는 수상한 사내들이 몰려오는 장면을 목격하고 그녀를 지키기 위해 사력을 다하지만 결국 총격을 받고 쓰러진다. 치명적인 부상에서 가까스로 의식을 회복한 크리시에게 전해진 소식은 유괴된 피타가 결국은 살해당하고 말았다는 것. 피타를 지키지 못했다는 죄책감과 이로 인해 절망과 분노가 극에 달한 크리시는, 자신의 목숨을 걸고서라도 반드시 납치범들을 찾아내어 모조리 없애버리겠다고 다짐한다. 이제 이 고독한 보디가드는, 유괴를 둘러싼 멕시코의 거대 범죄 조직에 맞서 그들 뒤에 숨겨진 진실들을 하나씩 밝혀내며 가장 잔인한 복수를 감행한다...",덴젤 워싱턴,다코타 패닝|크리스토퍼 월켄|지안카를로 지아니니|라다 미첼|마크 앤소니|레이첼 티코틴|미키 루크
가려진 시간,드라마|판타지,2016,11.16,8.48,4064,"엄마를 잃은 후 새 아빠와 함께 화노도로 이사 온 ‘수린’. 자신만의 공상에 빠져 홀로 지내는 수린에게 ‘성민’이 먼저 다가온다. 둘만의 암호로, 둘만의 공간에서, 둘만 아는 추억을 쌓아가는 그들. 어느 날, 공사장 발파 현장을 구경하기 위해 친구들과 산으로 가고 그곳에서 모두가 실종된 채, 유일하게 수린만 돌아온다. 그리고 며칠 뒤, 자신이 성민이라는 남자가 수린 앞에 나타난다. ‘멈춰진 시간’에 갇혀 어른이 되었다는 성민. 수린만이 성민을 믿어주는 가운데 경찰과 마을 사람들은 의심을 거두지 못하고 성민은 쫓기는 상황에 이르게 되는데… “너만, 나를 믿어주면 돼” 세상은 몰랐던 특별한 이야기",강동원|신은수|이효제,김희원|권해효|김단율|정우진|엄태구|박종환
초속5센티미터,애니메이션|드라마,2007,6.21,8.37,4054,"초등학교 졸업과 동시에 떨어져 있게 된 ‘타카키’와 ‘아카리’. 둘만의 특별한 추억만 남은 채 시간이 흐른다. 폭설이 내리던 어느 날 밤, ‘타카키’는 ‘아카리’를 찾아 나서는데…",미즈하시 켄지|하나무라 사토미|오노우에 아야카,정보없음
명탐정 코난: 칠흑의 추적자,애니메이션|미스터리,2009,7.29,9.01,4048,"도쿄를 중심으로 6건의 살인사건이 발생했다. 피해자들 옆에는 알파벳이 새겨진 6개의 마작패만이 남겨져 있다. 그리고 마지막 희생자가 남긴 한마디 “칠석, 교!” 사건의 진실을 밝히고 범인을 잡기 위한 특별 수사회의가 열리고 유명한 탐정과 코난은 수사회의에 참석하여 사건의 전모를 듣게 된다. 그러나 성별도, 직업도, 사는 곳도 다른 이들 6명의 피해자에게는 그 어떤 공통점도 없다! 사건은 해결의 실마리를 찾지 못하고 점점 미궁 속으로 빠져든다. 한편 회의를 마치고 돌아가던 코난은 검은조직의 일원인 ‘진’의 검은색 차량을 발견하게 되고 수사관 중 한 명이 그 차를 타고 떠나는 것을 목격한다. 코난은 경찰 내부에 잠입하며 정보를 캐내는 스파이가 있다는 것을 눈치채게 되고, 이 사건이 단순 연쇄살인 사건이 아님을 직감하게 된다. 칠월 칠석날을 앞두고 예고된 또 하나의 살인사건! 단독으로 사건을 해결해야만 하는 코난과 그런 코난의 정체를 위협하는 검은조직과의 정면승부! 코난은 자신 앞에 닥친 일생일대의 위기를 극복하고 천재적인 추리력을 발휘해 사건의 진범을 찾을 수 있을 것인가……",타카야마 미나미|야마자키 와카나|카미야 아키라,챠후린|오가타 켄이치|이와이 유키코|타카기 와타루|하야시바라 메구미|야마구치 캇페이|오오타니 이쿠에|호리카와 료|미야무라 유코|마츠이 나오코|호리 유키토시|타치키 후미히코|코야마 마미|이노우에 키쿠코|카토 세이조|이노우에 카즈히코|오오츠카 아키오|후루카와 토시오
허브,드라마,2007,1.11,8.69,4048,"스무살 차상은. 이쁘고, 착하고, 종이접기의 비상한 재주도 있다. 게다가 사랑하는 가족과 친구들도 있다. 그러나 그녀에게는 비밀이 있었으니...바로 영원히 일곱 살의 지능이라는 것. ‘정신지체 3급‘이라는 ’지각생‘으로 세상을 배워가는 상은이. 주민등록증을 발급받고 즐거워하지만 아직 그녀는 모르는 게 너무 많다! 동화 속 공주 매니아인 상은은 왕자님을 만나는 것이 소원이다. 어느날 거대한 머리의 포돌이 인형 옷 속에서 찬란한 미소와 함께 등장한 교통의경 종범을 본 후, 그가 ‘야수’에서 마법이 풀린 왕자님이라고 확신하는데... 종범도 그녀가 싫지 않은 눈치다. 처음 느끼는 두근거림에 잠도 안 오고 행복해하는 상은이. 그런데 병원에 다녀오신 엄마는 왜 울고 계신거지?",강혜정|배종옥|정경호,이미영|이원종|이영유|이병현|스테이|정성윤
"로봇, 소리",드라마,2016,1.27,8.47,4043,"2 3년 대구, 해관(이성민)의 하나뿐인 딸 유주가 실종되는 사건이 벌어진다. 아무런 증거도 단서도 없이 사라진 딸의 흔적을 찾기 위해 해관은 1 년 동안 전국을 찾아 헤맨다. 모두가 이제 그만 포기하라며 해관을 말리던 그때, 세상의 모든 소리를 기억하는 로봇 ‘소리’를 만난다. “미친 소리 같겠지만, 이 녀석이 내 딸을 찾아줄 것 같습니다.” 해관은 목소리를 통해 대상의 위치를 추적할 수 있는 로봇의 특별한 능력을 감지하고 딸 유주를 찾기 위해 동행에 나선다. 사라진 딸을 찾을 수 있다는 마지막 희망을 안고 ‘소리’가 기억해내는 유주의 흔적에 한 걸음씩 가까워지는 둘. 한편, 사라진 로봇을 찾기 위해 해관과 ‘소리’를 향한 무리들의 감시망 역시 빠르게 조여오기 시작하는데… 과연 그들은 사라진 딸 유주를 찾을 수 있을까? 2 16년 가장 희망적인 ‘소리’를 만난다!",이성민|이희준|이하늬|김원해|채수빈|심은경,류준열|전국환|곽시양|전혜진|이영진
애나벨,공포,2014,10.02,6.85,4033,"-1971년 워렌 부부, 로드 아일랜드에 거주하는 페론 가족에게 일어난 초자연적 사건 해결 -1968년 워렌 부부, ‘애나벨’ 사건 해결 -1967년 캘리포니아의 신혼부부, ‘애나벨’ 구매 ..‘컨저링’의 1년 전! 존은 임신 중인 아내 미아에게 흰색의 드레스를 입은 빈티지 인형을 선물한다. 그날 밤, 낯선 부부가 침입해 존과 미아를 공격한다. 한참의 격투 끝에 발견된 건 인형을 무릎 위에 놓고 죽어있는 여인. 여인에게서 흘러내린 피가 인형의 얼굴로 스며들어가는데… 한 달에 한 번, 신부님이 기도로 그 안의 악령을 다스린다는 ‘애나벨’은 그렇게 태어난다...",애나벨 월리스|워드 호튼|알프리 우다드|에릭 라딘|토니 아멘돌라,브라이언 호우|케리 오맬리|가브리엘 베이트먼|미셸 로마노|실로 넬슨|리처드 앨런 존스|이바 브로거|로빈 피어슨 로즈
쿵푸 팬더 2,애니메이션|액션|모험|코미디|가족,2011,5.26,8.71,4028,"그토록 원하던 용의 전사가 되어 무적의 5인방과 함께 평화의 계곡을 지키게 된 포. 진정한 용의 전사로 거듭나기 위해 시푸 사부와 쿵푸 수련에 매진하던 중, 셴 선생이 위대한 쿵푸 사부들을 하나 둘 씩 제거하고 있다는 소식을 듣게 된다. 여전히 바람을 가르는 주먹의 소리보다 배에서울리는 꼬르륵 소리가 더 크고, 오랜 숙적인 계단 앞에서는 맥을 못 추는 천방지축 팬더 포. 이제 막 정식 수련을 시작하려는 포에게 쿵푸를 지켜야 한다는 막중한 미션이 주어지고, 포는 무적의 5인방과 함께 길을 떠난다. 과연 포는 쿵푸의 대가들도 막지 못한 셴 선생의 비밀병기에 맞서 쿵푸를 지켜낼 수 있을까?",잭 블랙|더스틴 호프만|성룡|안젤리나 졸리|세스 로건|루시 리우|데이빗 크로스|제임스 홍|양자경|장 끌로드 반담|빅터 가버|게리 올드만|데니스 헤이스버트,대니 맥브라이드|마이크 벨|제이슨 버취|마이클 드마이오|쉐인 글릭|레나 골리아|에이프릴 홍|조셉 이조|알렉산드라 골드 저든|스티븐 키어린|리암 나이트|폴 마주르스키|댄 오코너|로미 로즈몬트|제레미 쉽|모리 스터링|프레드 타타시오르|로렌 톰|콘래드 버논
성난 변호사,범죄|액션,2015,10.08,7.81,4022,"“이기는 게 정의지 뭐” 두뇌 상위 1%, 승소확률 1 %의 에이스 변호사 ‘변호성’(이선균). 대형 소송을 성공적으로 마무리 짓고 승승장구하는 그에게 새로운 의뢰가 들어온다. 바로 시체도 증거도 없는 신촌 여대생 살인 사건의 유력 용의자를 변호하는 것! 좀처럼 풀리지 않는 사건이지만 그의 두뇌는 빠르게 움직이기 시작하고, 파트너 ‘박사무장’(임원희)과 함께 사건 현장에서 용의자의 혐의를 벗길 결정적 증거를 확보한다. “지금부터 이 사건의 주인공은 나다!” 재판 당일, 사사건건 부딪히는 후배 검사 ‘진선민’(김고은)의 반론에 맞서 조목조목 반박하는 변변. 언제나 그렇듯 승리를 확신하는 순간! 용의자가 자신이 피해자를 살해했다고 자백한다. 갑작스런 자백에 판세는 뒤바뀌고, 변변은 승소를 위해 증거를 조작했다는 의혹과 함께 인생 최대의 위기를 맞게 되는데… 승소를 확신한 순간, 시작된 반전 자존심 구긴 에이스 변호사의 통쾌한 반격이 시작된다!",이선균|김고은|임원희,장현성|김윤혜|홍성덕|곽민석|최재웅|박지영|최규환|임철형|이준혁|배유람|민진웅|이종구|황소희|박수은
도레미파솔라시도,드라마,2008,4.03,6.64,4019,"우스운 용가리 탈을 쓰고 놀이동산에서 알바를 하던 정원(차예련)은 자신의 탈을 쓴 모습을 놀리며 심기를 긁어 놓은 은규(장근석)에게 콜라를 들이부으며 복수를 한다. 그러던 어느 날, 옥상을 넘나들며 몰래 알바를 다니던 정원은 일주일 전 옆집으로 이사 온 은규에게 딱 걸리고, 은규가 지난 놀이동산에서 자신이 콜라를 부었던 녀석이라는 것을 알고 당황한다. 그 와중 몰래 알바를 다닌다는 사실을 부모님께 이르겠다는 은규의 협박에 못 이겨 일주일 동안 기타를 들어주기로 하는데… 정원은 매력적인 목소리와 자상함까지 갖춘 밴드 <도레미파솔라시도>밴드의 리드 보컬인 은규에게 점차 호감을 느끼고 은규 역시 정원에게 좋은 감정이 생기면서 두 사람은 어느 새 연인 사이가 된다. 그렇게 아름다운 사랑이 싹틀 즈음, 연습실에 찾아간 정원은 그 곳에서 우연히 1 년 전 서로 좋아했지만, 불미스러운 일로 사이가 멀어진 희원(정의철)을 다시 만나게 되고 그들의 과거의 비밀들이 하나 둘씩 밝혀지면서 은규, 희원, 정원의 갈등이 시작되는데…",장근석|차예련|정의철,임주환|한수연|박민지|이은|한태윤|이근희|김혜옥|김춘기|이효춘|유식|최인숙|이승훈|문원주
미쓰 홍당무,코미디|드라마,2008,10.16,6.72,4009,"시도 때도 없이 얼굴 빨개지는 안면홍조증에 걸린 양미숙은 비호감에 툭하면 삽질을 일삼는 고등학교 러시아어 교사. ‘지지난해 회식자리에서도 내 옆에 앉았고, 집으로 가는 차 안에서도 내 옆에 앉은 걸 보면 서선생님은 나를 좋아하는 게 분명해!”라고 생각하던 그녀 앞에 단지 예쁘다는 이유로 사랑 받는 모든 여자의 적 이유리 선생이 나타났다. 같은 러시아어 교사인 이유리 선생. 그러나 러시아어가 인기 없단 이유로 양미숙은 중학교 영어 선생으로 발령 나고, 자신이 짝사랑하는 서선생과 이유리 사이에도 미묘한 기운이 감지되는데... 열심히 해도 미움 받는 양미숙, 대충 해도 사랑 받는 이유리. 미숙은 자신이 영어교사로 발령 난 것도, 서선생의 마음을 얻지 못한 것도 모두 그녀 때문이라고 생각한다. 급기야 질투와 원망에 사로잡힌 양미숙은 서선생과 이유리 사이를 떨어뜨리기 위해 서선생의 딸 이자 싸가지 없는 전교 왕따 서종희와 모종의 비밀스런 동맹을 맺게 되는데…! 전공 아닌 과목 가르치기, 아프지도 않은 몸 챙기기, 내 것도 아닌 남자 사랑하기. 29년째 삽질 인생을 걸어온 비호감 양미숙. 이제 짝사랑하는 남자를 지키기 위해 그녀의 본격적인 삽질이 시작된다!",공효진|이종혁|서우|황우슬혜|방은진,배성우|서보익|라미란
디스터비아,스릴러|공포,2007,8.3,7.95,4008,"급작스런 아버지의 죽음으로 인해 문제아로 변한 케일(샤이아 라보프)은 결국 수업 중 교사를 폭행하게 되고, 법원은 그에게 9 일간의 가택 연금을 결정한다. 발목엔 감시장치가 부착되고 3 미터, 겨우 1 걸음 밖으로는 나갈 수 없는 상황. 엄마(캐리 앤 모스)에게 비디오 게임과 케이블 TV마저 빼앗기자 집은 감옥이 된다. 지루함을 이겨볼 겸, 고성능 망원경으로 이웃들을 엿보기 시작하는 케일. 마침 옆집에 이사온 아름다운 소녀 애슐리(사라 로머)에게 호감을 느낀 케일은 그녀를 관찰하게 된다. 24시간 창밖 리얼리티 쇼가 계속되던 중, 케일은 또 다른 집에서 벌어지는 살인의 현장을 목격하게 되고 그가 최근 발생한 납치 연쇄살인 사건의 범인이라는 확신을 갖게 된다. 하지만 그 누구도 케일의 말을 믿어주지 않고, 그 남자의 알리바이는 누가 봐도 명확하다. 케일과 친구 로니, 그리고 애슐리까지 합세한 잠복근무는 결국 들키게 되고, 엄마는 옆집 남자에게 초대를 받는데……",샤이아 라보프|데이빗 모스|사라 로머|비올라 데이비스|캐리 앤 모스,아론 유|호세 파블로 칸틸로
드래곤 길들이기 3,애니메이션|모험,2019,1.3,9.25,4005,"영원한 친구 히컵과 투슬리스의 활약으로 사람과 드래곤이 공존하며 평화롭게 살아가는 버크섬. 새로운 드래곤 ‘라이트 퓨어리’를 쫓아간 투슬리스를 찾다가 히컵은 누구도 찾지 못했던 드래곤의 파라다이스 ‘히든월드’를 우연히 발견하게 된다. 하지만 평화도 잠시, 역대 최악의 드래곤 헌터 그리멜의 등장으로 드래곤들의 안전과 버크섬의 평화까지 위협받기 시작하는데…",제이 바루첼|아메리카 페레라|케이트 블란쳇|키트 해링턴|크레이그 퍼거슨|F. 머레이 아브라함,제라드 버틀러|크리스틴 위그|조나 힐|크리스토퍼 민츠 프래지
스위니 토드: 어느 잔혹한 이발사 이야기,범죄|스릴러|뮤지컬|공포,2008,1.17,7.32,4001,"사랑하는 아내와 딸과 함께 행복한 남자 벤자민 바커(조니 뎁). 그러나 자신의 아름다운 아내를 탐한 악랄한 터핀 판사 때문에 억울한 누명을 쓰고 감옥에 갇힌다. 그 후로 15년. 아내와 딸을 되찾기 위해 고향으로 돌아온 그는 복수를 위해 스위니 토드로 거듭나 이발소를 연다. 그날 이후 수 많은 신사들이 이발하러 간 후엔 바람같이 사라져 나타나지 않고, 이발소 아래층 러빗 부인(헬레나 봄햄 카터)의 파이 가게는 갑자기 황홀해진 파이 맛 덕분에 손님이 끊이지 않는데. 그런데 스위니 토드의 사랑하는 아내와 딸은 대체 어디로 사라진 걸까?",조니 뎁|헬레나 본햄 카터,앨런 릭먼|티모시 스폴|사챠 바론 코헨|제인 와이즈너|제이미 캠벨 바우어|로라 미쉘 켈리
기담,공포,2007,8.01,7.48,3999,"동경 유학 중이던 엘리트 의사 부부 인영(김보경)과 동원(김태우)은 갑작스레 귀국하여 경성 최고의 서양식 병원인 ‘안생병원(安生病院)’에 부임한다. 이들은 병원 원장 딸과의 정략 결혼을 앞둔 여린 의대 실습생 정남(진구), 유년 시절 사고로 다리를 저는 천재 의사 수인(이동규)과 함께 경성 생활을 시작하게 된다. 경성을 흉흉한 소문으로 물들인 연쇄 살인이 기승을 부리는 가운데 어느 날 자살한 여고생 시체, 일가족이 몰살한 교통사고에서 유일하게 살아 남은 1 살 소녀가 실려오고 병원엔 음산한 불경 소리가 울려 퍼진다. 저마다 비밀스런 사랑을 품고 한 곳에 모이게 된 이들은 다가오는 파국을 감지하지 못한 채 서서히 지독한 사랑과 그리움이 빚어낸 섬뜩한 사건과 마주하게 되고, 경성을 뒤흔든 비극의 소용돌이가 점점 더 그들 앞에 옥죄어 오는데…",진구|이동규|김태우|김보경,고주연|김응수|예수정|김주현|정지안|최재환|한동룡
나잇 & 데이,액션|코미디,2010,6.24,8.37,3992,"평범한 커리어 우먼 준(카메론 디아즈)은 우연히 공항에서 꿈에 그리던 이상형의 남자 밀러(톰 크루즈)를 만나 함께 비행기에 탑승하게 된다. 하지만 그녀가 잠시 화장실 다녀온 사이 비행기 안을 쑥대밭으로 만들어버린 밀러. 자신을 스파이라고 소개하지만 준은 그의 정체를 믿을 수 없다. 정신을 차리기도 전 그녀를 위협하는 의문의 사람들, 그리고 그녀를 구하기 위해 동에 번쩍 서에 번쩍 나타나는 밀러로 인해 더욱 혼란에 빠져드는 준. 예측할 수 없는 사건, 암살과 배신이 난무하는 가운데 그녀는 밀러를 믿고 따라가야 할지 정보기관의 배신자로 치부해야 할지 고민에 빠져들지만, 이미 자신도 모르는 사이에 그의 비밀 프로젝트에 깊숙히 휘말리게 된 준은 밀러와 함께 전 세계를 누비는 목숨을 건 질주를 시작한다.",톰 크루즈|카메론 디아즈,피터 사스가드|조디 몰라|비올라 데이비스|폴 다노|폴크 헨쉘|마크 블루카스|레니 로프틴|매기 그레이스|리치 맨리|데일 다이|셀리아 웨스턴|갤 가돗|잭 오코넬|트레버 루미스|닐라자 선
스노우 화이트 앤 더 헌츠맨,판타지|액션|모험,2012,5.3,7.43,3992,"절대악의 힘으로 어둠의 세계를 건설한 ‘이블 퀸’(샤를리즈 테론), 영원한 지배자가 되기 위해서는 자신을 능가할 운명을 지닌 ‘스노우 화이트’(크리스틴 스튜어트)를 없애야 한다는 예언을 받는다. 저주가 걸린 어둠의 숲으로 사라진 ‘스노우 화이트’를 죽이기 위해 왕비는 뛰어난 전사 ‘헌츠맨’(크리스 햄스워스)을 고용한다. 하지만 어둠에 지배를 받고 있는 세계를 구원할 유일한 존재가 ‘스노우 화이트’라는 것을 알게 된 ‘헌츠맨’은 ‘이블 퀸’을 배신하고 ‘스노우 화이트’의 편에 선다. ‘이블 퀸’에게 맞서 세계를 구할 결심을 한 ‘스노우 화이트’는 최강의 전사 ‘헌츠맨’과 강인한 드워프 족 그리고 신비한 능력을 지닌 정령들의 도움을 받아 빛의 군대를 만들고 ‘이블 퀸’에게 빼앗긴 세계를 되찾기 위한 거대한 전쟁을 시작하는데…",샤를리즈 테론|크리스틴 스튜어트|크리스 헴스워스,샘 클라플린|토비 존스|이안 맥쉐인|릴리 콜|닉 프로스트|레이 윈스턴|밥 호스킨스|에디 마산|빈센트 레건|제이미 블랙리|데이브 르게노|레이챌 스터링|애나벨 월리스
